标题,区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,构筑物,单价每平,总价,关注,距今发布日期
出门就是五星大酒 御湖公园和秀湖公园围绕的一个小区,璧山,璧山,金科博翠天悦,3室1厅,109平米,东 东南,毛坯,高楼层(共8层),2018年建,板塔结合,"11,835元/平",129,0人关注,3天以前发布
碧桂园翡翠城 3室1厅 东南,璧山,璧山,碧桂园翡翠城,3室1厅,79平米,东南,精装,低楼层(共32层),,塔楼,"8,836元/平",69.8,3人关注,6天以前发布
经典户型，望向舒适，户型方正无浪费,璧山,璧山,璧玉城,3室1厅,97.02平米,东南,毛坯,中楼层(共30层),,板塔结合,"8,040元/平",78,0人关注,8天以前发布
位于秀湖公园旁 金科物业 全新小区 户型好 出入方便,璧山,璧山,金科博翠天悦,4室1厅,123平米,东 南,毛坯,中楼层(共7层),2018年建,板塔结合,"12,033元/平",148,0人关注,3天以前发布
电梯大三房，视野无遮挡，通风采光好，业主急售,璧山,璧山,远林二街5号,3室2厅,91平米,东南,精装,中楼层(共7层),,平房,"5,913元/平",53.8,0人关注,2天以前发布
金科顶楼三房双卫带露台，另带车位，原价6.5万出售,璧山,璧山,金科博翠天悦,3室1厅,109平米,南,其他,高楼层(共8层),,板塔结合,"10,551元/平",115,0人关注,5天以前发布
秀湖鹭岛 业主家装四房 全景望湖,璧山,璧山,秀湖鹭岛,4室1厅,123.81平米,西南 西北,精装,低楼层(共31层),,塔楼,"10,097元/平",125,0人关注,4天以前发布
全新小区 户型方正 公园旁的新建小区,璧山,璧山,恒泰悦府,4室2厅,136.61平米,南,毛坯,高楼层(共33层),,板塔结合,"7,086元/平",96.8,0人关注,5天以前发布
中国铁建东林道 3室1厅 东南 南,璧山,璧山,中国铁建东林道,3室1厅,100平米,东南 南,毛坯,高楼层(共33层),,塔楼,"8,880元/平",88.8,0人关注,1天以前发布
石堡街1号 4室1厅 南,璧山,璧山,石堡街1号,4室1厅,124.09平米,南,其他,中楼层(共5层),,板塔结合,"4,336元/平",53.8,0人关注,刚刚发布
秀湖公园旁，新政府旁，交通便利，视野开阔 全景望湖,璧山,璧山,秀湖鹭岛,3室2厅,114.28平米,东南 东,其他,高楼层(共31层),,塔楼,"7,438元/平",85,2人关注,24天以前发布
房子户型端正 采光充足 配套齐全 交通便利,璧山,璧山,俊豪中央大街（璧山）,3室2厅,85.06平米,西南 东南,简装,低楼层(共30层),,塔楼,"10,816元/平",92,0人关注,29天以前发布
天然氧吧，璧山轻轨站近金凤隧道，环境优美，出行方便,璧山,璧山,民生新城,3室2厅,116.25平米,东南,毛坯,29层,2015年建,塔楼,"4,302元/平",50,0人关注,22天以前发布
璧南河畔 欧鹏璧兰河1号 精装三房 环境优美,璧山,璧山,鸥鹏璧兰河1号,3室2厅,103.12平米,南,精装,低楼层(共32层),,塔楼,"9,359元/平",96.5,0人关注,16天以前发布
出门秀湖公园，旁边南门唐城，低楼层，业主精装3房,璧山,璧山,正南还建房,3室1厅,86.25平米,南 北,精装,低楼层(共7层),,暂无数据,"6,145元/平",53,0人关注,27天以前发布
轻轨站旁边的品质小区，近轻轨站，户型方正。,璧山,璧山,中国铁建香漫溪岸,3室2厅,207.25平米,北,毛坯,低楼层(共8层),2020年建,板塔结合,"5,791元/平",120,0人关注,18天以前发布
天佑山水国际 4室1厅 东南,璧山,璧山,天佑山水国际,4室1厅,121.8平米,东南,精装,高楼层(共18层),2008年建,塔楼,"6,322元/平",77,2人关注,30天以前发布
天正璧城中央 3室2厅 东,璧山,璧山,天正璧城中央,3室2厅,109.29平米,东,其他,高楼层(共28层),2014年建,塔楼,"8,693元/平",95,0人关注,9天以前发布
中国铁建东林道 3室1厅 西南,璧山,璧山,中国铁建东林道,3室1厅,130平米,西南,其他,高楼层(共24层),,塔楼,"8,847元/平",115,0人关注,7天以前发布
采光好 通透，精装修 户型方正 大平层望向好,璧山,璧山,俊豪城西区,4室2厅,147.3平米,南 西南,其他,高楼层(共18层),,板塔结合,"11,528元/平",169.8,0人关注,7天以前发布
鸥鹏御府 4室1厅 西南,璧山,璧山,鸥鹏御府,4室1厅,119.95平米,西南,其他,高楼层(共28层),,塔楼,"10,672元/平",128,0人关注,3天以前发布
精装大四方，业主诚心出售，设施齐全交通方便,璧山,璧山,金剑路36号,4室2厅,148平米,南,其他,低楼层(共7层),,暂无数据,"4,244元/平",62.8,2人关注,3天以前发布
恒大绿岛新城家装四室两厅两卫，户型方正，视野开阔,璧山,璧山,恒大绿岛新城,4室2厅,113平米,南,其他,低楼层(共21层),2015年建,塔楼,"8,815元/平",99.6,0人关注,2天以前发布
俊豪中央大街（璧山） 3室1厅 东南,璧山,璧山,俊豪中央大街（璧山）,3室1厅,87.2平米,东南,其他,低楼层(共29层),2017年建,塔楼,"10,299元/平",89.8,0人关注,8天以前发布
户型方正，高楼层，视野开阔，出行方便。,璧山,璧山,两山丽苑,3室1厅,122平米,东南,其他,高楼层(共27层),,板塔结合,"5,312元/平",64.8,0人关注,6天以前发布
金剑华府三期 3室2厅 东南,璧山,璧山,金剑华府三期,3室2厅,113平米,东南,其他,高楼层(共32层),,板塔结合,"7,239元/平",81.8,0人关注,7天以前发布
龙湖千山新屿(二手) 3室2厅 南,璧山,璧山,龙湖千山新屿(二手),3室2厅,125平米,南,其他,中楼层(共8层),,板塔结合,"10,944元/平",136.8,0人关注,2天以前发布
壁山zhonyang公园城，出行方便。环境好,璧山,璧山,秀湖鹭岛,4室2厅,124平米,南 北,其他,中楼层(共31层),2017年建,塔楼,"8,847元/平",109.7,0人关注,7天以前发布
精装房，户型方正， 采光好 交通便利，小区绿化好,璧山,璧山,恒大绿岛新城,4室1厅,154平米,南,精装,低楼层(共25层),2016年建,板塔结合,"8,962元/平",138,0人关注,4天以前发布
鸥鹏璧兰河1号 4室1厅 南,璧山,璧山,鸥鹏璧兰河1号,4室1厅,122平米,南,其他,中楼层(共32层),,塔楼,"8,853元/平",108,2人关注,7天以前发布
户型方正，交通便利，儿童公园旁。,璧山,璧山,碧桂园翡翠城,2室1厅,82.49平米,南,精装,高楼层(共30层),,塔楼,"8,123元/平",67,0人关注,11天以前发布
南河丽景D区精装电梯房，拎包入住。,璧山,璧山,南河丽景D区,2室1厅,61.86平米,南,精装,中楼层(共33层),,板塔结合,"7,922元/平",49,0人关注,15天以前发布
家装2房，保养新，家电家具齐全，拎包入住，诚心出售,璧山,璧山,秋实学府,2室2厅,77.21平米,南,精装,高楼层(共23层),,塔楼,"9,300元/平",71.8,1人关注,11天以前发布
春和景明 精装3房  小区交通便利户型方正,璧山,璧山,嘉陵春和景明99号,3室1厅,100平米,东 南 西 北,精装,低楼层(共30层),,板塔结合,"8,400元/平",84,0人关注,6天以前发布
经典户型，望向舒适，户型方正无浪费。,璧山,璧山,璧玉城,3室2厅,95.76平米,西,毛坯,低楼层(共30层),2019年建,塔楼,"7,603元/平",72.8,0人关注,14天以前发布
春和景明凤凰楼层 采光好 业主诚心出售,璧山,璧山,嘉陵春和景明,2室2厅,85.18平米,东南,毛坯,中楼层(共33层),,板塔结合,"7,631元/平",65,0人关注,7天以前发布
视野开阔 小区绿化环境优美，，出行方便,璧山,璧山,嘉陵春和景明,4室1厅,129.25平米,东南,毛坯,高楼层(共18层),,板塔结合,"8,511元/平",110,0人关注,8天以前发布
"中建品质小洋楼,户型方正，楼层采光望向好",璧山,璧山,中建湖山印象(二手),4室2厅,131.35平米,西南,毛坯,中楼层(共13层),2019年建,板塔结合,"9,898元/平",130,0人关注,5天以前发布
离轻轨一号线璧山站仅800米，小区环境优美，住家舒适,璧山,璧山,中国铁建香漫溪岸,3室2厅,102.46平米,南 北,毛坯,高楼层(共32层),2019年建,塔楼,"7,906元/平",81,0人关注,11天以前发布
鸥鹏凤凰城，精装4房，单价8000，户型方正，视野好,璧山,璧山,鸥鹏凤凰城,4室1厅,114.08平米,北,精装,中楼层(共27层),2015年建,板塔结合,"8,065元/平",92,0人关注,11天以前发布
金科昆翔黛山悦府二期(二手) 4室2厅 南,璧山,璧山,金科昆翔黛山悦府二期(二手),4室2厅,99.21平米,南,毛坯,中楼层(共8层),,板塔结合,"11,491元/平",114,0人关注,11天以前发布
位于御湖，古道湾公园旁，金科博翠全洋房社区,璧山,璧山,金科博翠天悦,3室2厅,109.77平米,南,毛坯,中楼层(共8层),,板塔结合,"10,750元/平",118,0人关注,12天以前发布
云吧站旁，品质洋房社区业主诚心出售带地下室,璧山,璧山,俊豪城西区,3室2厅,123.08平米,南 北,毛坯,低楼层(共8层),,板塔结合,"11,586元/平",142.6,0人关注,5天以前发布
秀湖鹭岛 正南朝向 正面是洋房 没得一点遮挡,璧山,璧山,秀湖鹭岛,3室1厅,94平米,南,精装,中楼层(共31层),2014年建,塔楼,"10,320元/平",97,1人关注,8天以前发布
户型方正，采光通透，拎包入住。商圈配套成熟,璧山,璧山,莲花街61号,3室2厅,108平米,南,精装,低楼层(共2层),,暂无数据,"4,889元/平",52.8,2人关注,10天以前发布
金科品质， 三房单卫， 低价出售！欢迎看房,璧山,璧山,金科昆翔黛山悦府二期(二手),3室2厅,91.29平米,南,毛坯,高楼层(共16层),,板塔结合,"8,632元/平",78.8,0人关注,5天以前发布
轻轨精装修3房 8成新   业主诚心出售,璧山,璧山,东福宏洲,3室2厅,102.31平米,东,精装,中楼层(共32层),2015年建,塔楼,"7,966元/平",81.5,0人关注,15天以前发布
采光通透，户型宽敞。出行方便。。。。,璧山,璧山,法院家属院,3室1厅,141平米,南,简装,高楼层(共7层),,暂无数据,"4,880元/平",68.8,0人关注,13天以前发布
户型方正，采光通透，洋房品质，生活配套齐全,璧山,璧山,金剑滨河印象,3室2厅,85平米,南,精装,低楼层(共30层),,塔楼,"9,836元/平",83.6,1人关注,13天以前发布
天然氧吧，近金剑山公园，精装三房业主诚心出售,璧山,璧山,大圆祥山水间小区,3室2厅,113平米,北 南,精装,低楼层(共30层),,塔楼,"6,461元/平",73,0人关注,12天以前发布
轻轨旁 正三房 交通便利 配套齐全,璧山,璧山,中国铁建香漫溪岸,3室2厅,93.44平米,北,其他,低楼层(共30层),,塔楼,"7,652元/平",71.5,1人关注,11天以前发布
秀湖鹭岛 小区环境优美 望向好 采光好,璧山,璧山,秀湖鹭岛,2室1厅,84.97平米,南 北,毛坯,高楼层(共32层),,板塔结合,"10,004元/平",85,0人关注,14天以前发布
秀湖公园旁 品质楼盘 地段位置中好 物业管理好,璧山,璧山,金科中央公园城（璧山）11号12号门,3室2厅,109.26平米,东南,毛坯,中楼层(共34层),,塔楼,"8,677元/平",94.8,0人关注,14天以前发布
秀湖鹭岛经典三房双卫，朝南望中庭，绿化好,璧山,璧山,秀湖鹭岛,3室2厅,110平米,南,毛坯,高楼层(共31层),2014年建,塔楼,"8,255元/平",90.8,0人关注,14天以前发布
视野开阔采光好，交通便利，生活配套施舍齐全,璧山,璧山,锦春绿岛,3室1厅,121平米,东南,毛坯,中楼层(共17层),,板塔结合,"7,852元/平",95,0人关注,10天以前发布
房子户型好，采光好，出行方便， 小区环境优美。,璧山,璧山,金剑滨河印象,3室2厅,97平米,南,精装,高楼层(共30层),,塔楼,"8,537元/平",82.8,0人关注,10天以前发布
富力白鹭湾澜廷 3室2厅 南,璧山,璧山,富力白鹭湾澜廷,3室2厅,105平米,南,其他,低楼层(共17层),,板塔结合,"8,096元/平",85,0人关注,8天以前发布
一天门车站旁，璧玉城，交通便捷,璧山,璧山,璧玉城,3室1厅,107.72平米,东南,其他,高楼层(共32层),,板塔结合,"7,316元/平",78.8,0人关注,10天以前发布
央企大盘 正三室两厅两卫，前后双阳台，出现方便,璧山,璧山,中国铁建东林道,3室2厅,96.93平米,南,毛坯,中楼层(共33层),,板塔结合,"8,254元/平",80,0人关注,13天以前发布
金科天壹府 3室1厅 北,璧山,璧山,金科天壹府,3室1厅,100.1平米,北,毛坯,中楼层(共17层),,板塔结合,"7,993元/平",80,0人关注,6天以前发布
六旗乐园为畔，户型方正，璧山地铁站500米,璧山,璧山,友锦锦绣新城,3室2厅,87.32平米,南 北,精装,高楼层(共32层),2015年建,塔楼,"8,567元/平",74.8,0人关注,13天以前发布
龙湖自持物业   出门就是儿童公园   居家清静舒适,璧山,璧山,龙湖千山新屿(二手),4室2厅,125平米,东南,毛坯,高楼层(共8层),2019年建,板塔结合,"11,360元/平",142,0人关注,9天以前发布
秀湖公园旁，金科物业，品质小区,璧山,璧山,金科中央公园城（璧山）5号6号9号门,3室2厅,74.08平米,南,精装,低楼层(共32层),2015年建,塔楼,"9,180元/平",68,0人关注,12天以前发布
恒大绿岛新城 3室1厅 南,璧山,璧山,恒大绿岛新城,3室1厅,95平米,南,精装,低楼层(共25层),,板塔结合,"9,222元/平",87.6,1人关注,11天以前发布
公园旁的新小区，高楼层，视野开阔，价格优质,璧山,璧山,曲江新鸥鹏凤凰城,4室1厅,144.19平米,南,毛坯,高楼层(共31层),2019年建,板塔结合,"7,074元/平",102,0人关注,3天以前发布
通透格局，环境好，配套设施齐全，交通便利。,璧山,璧山,璧山绿城上岛,4室1厅,120平米,南,精装,高楼层(共31层),,板塔结合,"6,417元/平",77,1人关注,12天以前发布
生活配套齐全。出行交通方便 。。。。,璧山,璧山,恒大绿岛新城,3室1厅,103.9平米,南,毛坯,中楼层(共25层),2016年建,板塔结合,"8,335元/平",86.6,0人关注,10天以前发布
赢嘉上界 4室2厅 东南,璧山,璧山,赢嘉上界,4室2厅,118平米,东南,精装,中楼层(共33层),2010年建,塔楼,"7,950元/平",93.8,0人关注,9天以前发布
楼层好，格局好，绿化好，出门就是南门唐城街和公园。,璧山,璧山,金科中央公园城（璧山）11号12号门,3室2厅,114平米,东南,毛坯,高楼层(共34层),,塔楼,"8,158元/平",93,1人关注,13天以前发布
出行交通方便，户型方正，。拎包入住。,璧山,璧山,中山北路52号,3室1厅,87平米,南,精装,低楼层(共7层),,板塔结合,"5,357元/平",46.6,1人关注,11天以前发布
此房是清水房，旁边就是古道湾儿童公园，小区环境优美,璧山,璧山,中建湖山印象(二手),4室2厅,131.36平米,南 北,毛坯,中楼层(共13层),,板塔结合,"9,006元/平",118.3,0人关注,3天以前发布
自带幼儿园 ，出行方便，采光充足，户型方正,璧山,璧山,秋实学府,3室1厅,100平米,东南,其他,低楼层(共27层),,塔楼,"8,200元/平",82,0人关注,6天以前发布
业主急售 碧桂园品质大盘 正三房双卫,璧山,璧山,碧桂园翡翠城,3室2厅,98平米,东南,毛坯,低楼层(共32层),,塔楼,"7,327元/平",71.8,0人关注,3天以前发布
户型方正，采光通透。交通方便。商圈成熟。居家舒适,璧山,璧山,鑫港湾,4室2厅,112平米,东南,精装,中楼层(共24层),,塔楼,"8,036元/平",90,0人关注,14天以前发布
秋实学府 2室2厅 东南,璧山,璧山,秋实学府,2室2厅,80.14平米,东南,毛坯,中楼层(共26层),2016年建,塔楼,"8,960元/平",71.8,0人关注,5天以前发布
小区位置好住家安静舒适 户型方正采光好 交通生活便利,璧山,璧山,俊豪城西区,3室2厅,108平米,南,毛坯,高楼层(共6层),,板塔结合,"9,075元/平",98,0人关注,4天以前发布
春和景明正三房  户型方正  生活配套齐全 居家安静,璧山,璧山,嘉陵春和景明99号,2室2厅,99.8平米,东,毛坯,低楼层(共30层),,板塔结合,"7,015元/平",70,0人关注,5天以前发布
户型宽敞明亮。精装房，拎包入住。。。生活配套齐全,璧山,璧山,嘉陵春和景明99号,3室2厅,99.87平米,西南 南,精装,高楼层(共30层),,板塔结合,"8,572元/平",85.6,0人关注,3天以前发布
